Event	ID	Name			Wwise Object Path	Notes
	208556064	EnemyHurt			\Default Work Unit\Enemy\EnemyHurt	
	277246121	FireUzi			\Default Work Unit\Weapons\FireUzi	
	408495308	FireAR			\Default Work Unit\Weapons\FireAR	
	1307992046	StopLevelMusic			\Default Work Unit\Music\StopLevelMusic	
	1628310244	StartLevelMusic			\Default Work Unit\Music\StartLevelMusic	
	1802703809	StopFireUzi			\Default Work Unit\Weapons\StopFireUzi	
	1866025847	Footstep			\Default Work Unit\Player\Footstep	
	1973898857	StopMenuMusic			\Default Work Unit\Music\StopMenuMusic	
	2054046788	Line9			\Default Work Unit\Dialouge\Level1\Line9	
	2054046789	Line8			\Default Work Unit\Dialouge\Level1\Line8	
	2054046792	Line5			\Default Work Unit\Dialouge\Level1\Line5	
	2054046793	Line4			\Default Work Unit\Dialouge\Level1\Line4	
	2054046794	Line7			\Default Work Unit\Dialouge\Level1\Line7	
	2054046796	Line1			\Default Work Unit\Dialouge\Level1\Line1	
	2054046798	Line3			\Default Work Unit\Dialouge\Level1\Line3	
	2054046799	Line2			\Default Work Unit\Dialouge\Level1\Line2	
	2440264179	StartMenuMusic			\Default Work Unit\Music\StartMenuMusic	
	2496290125	FireShotgun			\Default Work Unit\Weapons\FireShotgun	
	2715854868	PowerDown			\Default Work Unit\PowerSource\PowerDown	
	3249137159	EnemyDeath			\Default Work Unit\Enemy\EnemyDeath	
	3866501340	FirePistol			\Default Work Unit\Weapons\FirePistol	
	3950429679	PowerUp			\Default Work Unit\PowerSource\PowerUp	

Switch Group	ID	Name			Wwise Object Path	Notes
	2385628198	Footsteps			\Default Work Unit\Footsteps	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	Footsteps			
	2473969246	Metal	Footsteps			

State Group	ID	Name			Wwise Object Path	Notes
	2909291642	Stealth			\Default Work Unit\Stealth	

State	ID	Name	State Group			Notes
	748895195	None	Stealth			
	2108779966	Walk	Stealth			
	2884887403	Sneak	Stealth			

Custom State	ID	Name	State Group	Owner		Notes
	1050495409	Sneak	Stealth	\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps		

Game Parameter	ID	Name			Wwise Object Path	Notes
	3418139957	Sneaking			\Default Work Unit\Sneaking	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	264691709	Tile Footsteps_04	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Tile Footsteps_39F517A8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Concrete\Tile Footsteps_04		38188
	265355656	Level 1 Dialouge_07	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Level 1 Dialouge_01328BA2.wem		\Actor-Mixer Hierarchy\Dialouge\Level 1\Dialouge\Level 1 Dialouge_07		831812
	286418320	GMTK PowerSource VARIATION V1	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\GMTK PowerSource VARIATION V1_F8BEABA7.wem		\Actor-Mixer Hierarchy\Default Work Unit\PowerSource\PowerSourceBus\Power Source Random\GMTK PowerSource VARIATION V1		150536
	298971148	Enemy Death Sounds GMTK_04	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Enemy Death Sounds GMTK_368F11C6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy\HurtSounds\Enemy Death Sounds GMTK_04		91236
	313116073	Uzi Sound Tail	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Uzi Sound Tail_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\Uzi Sound Tail		516832
	326513137	Uzi Sounds GMTK	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Uzi Sounds GMTK_BBF0F726.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\UziSounds\Uzi Sounds GMTK		139636
	326923306	Level 1 Dialouge_05	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Level 1 Dialouge_29B105FD.wem		\Actor-Mixer Hierarchy\Dialouge\Level 1\Dialouge\Level 1 Dialouge_05		2749132
	347570575	Tile Footsteps_03	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Tile Footsteps_09F14C38.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Concrete\Tile Footsteps_03		47488
	449462211	ShotGun Sounds GMTK_02	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\ShotGun Sounds GMTK_B1B75750.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\ShotgunShots\ShotGun Sounds GMTK_02		315252
	452681865	Level 1 Dialouge_04	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Level 1 Dialouge_032E5AC5.wem		\Actor-Mixer Hierarchy\Dialouge\Level 1\Dialouge\Level 1 Dialouge_04		2150740
	466470151	AR Sounds GMTK	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\AR Sounds GMTK_DAD1E115.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\PistolShots\AR Sounds GMTK		186680
	506263230	Uzi Sounds GMTK_01	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Uzi Sounds GMTK_F4FA83FC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\UziSounds\Uzi Sounds GMTK_01		129572
	509447025	AR Sounds GMTK_02	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\AR Sounds GMTK_F282A769.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\PistolShots\AR Sounds GMTK_02		145072
	518679608	Pistol Shots GMTK	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Pistol Shots GMTK_C6A4DE8C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\ARShots\Pistol Shots GMTK		181880
	555911617	Enemy Death Sounds GMTK_02	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Enemy Death Sounds GMTK_ADF3F613.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy\DeathSounds\Enemy Death Sounds GMTK_02		224908
	577769125	Level 1 Dialouge	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Level 1 Dialouge_7921EA4B.wem		\Actor-Mixer Hierarchy\Dialouge\Level 1\Dialouge\Level 1 Dialouge		885212
	584110017	Level 1 Dialouge_01	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Level 1 Dialouge_0C781053.wem		\Actor-Mixer Hierarchy\Dialouge\Level 1\Dialouge\Level 1 Dialouge_01		1436656
	619807268	Metal footsteps-1_04	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Metal footsteps-1_036B64E3.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Metal\Metal footsteps-1_04		61520
	625583277	Metal footsteps-1_03	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Metal footsteps-1_809BCE3D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Metal\Metal footsteps-1_03		56724
	629001719	Enemy Death Sounds GMTK_01	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Enemy Death Sounds GMTK_3CC2139D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy\HurtSounds\Enemy Death Sounds GMTK_01		101472
	633361544	Disconnect	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\GMTK PowerSource V1_C8A7CDA8.wem		\Actor-Mixer Hierarchy\Default Work Unit\PowerSource\PowerSourceBus\Disconnect		269524
	636594812	Enemy Death Sounds GMTK_03	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Enemy Death Sounds GMTK_D3C9C397.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy\HurtSounds\Enemy Death Sounds GMTK_03		74856
	689818044	Metal footsteps-1	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Metal footsteps-1_8C75F558.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Metal\Metal footsteps-1		55844
	702585870	Enemy Death Sounds GMTK_01	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Enemy Death Sounds GMTK_4E82ABE3.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy\DeathSounds\Enemy Death Sounds GMTK_01		269452
	702639087	110621_JAM	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\110621_JAM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\StartMenu\StartMenuWav\110621_JAM		15597532
	780966618	220920_untz	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\220920_untz_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\StartMenu\220920_untz\220920_untz		15876060
	797972712	Enemy Death Sounds GMTK	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Enemy Death Sounds GMTK_56B07003.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy\HurtSounds\Enemy Death Sounds GMTK		87144
	832109984	Level 1 Dialouge_06	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Level 1 Dialouge_05CC8471.wem		\Actor-Mixer Hierarchy\Dialouge\Level 1\Dialouge\Level 1 Dialouge_06		2563072
	836463758	ShotGun Sounds GMTK	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\ShotGun Sounds GMTK_6DF3A355.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\ShotgunShots\ShotGun Sounds GMTK		233168
	842778150	ShotGun Sounds GMTK_01	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\ShotGun Sounds GMTK_32703936.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\ShotgunShots\ShotGun Sounds GMTK_01		250920
	850718116	Enemy Death Sounds GMTK_02	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Enemy Death Sounds GMTK_64092C60.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy\HurtSounds\Enemy Death Sounds GMTK_02		64620
	851608084	Connect	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\GMTK PowerSource V1_FC355903.wem		\Actor-Mixer Hierarchy\Default Work Unit\PowerSource\PowerSourceBus\PowerUp\Connect		630940
	870135542	Loop	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\GMTK PowerSource V1_58FA1B45.wem		\Actor-Mixer Hierarchy\Default Work Unit\PowerSource\PowerSourceBus\PowerUp\Loop		671236
	889141521	Metal footsteps-1_01	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Metal footsteps-1_711C5136.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footsteps\Metal\Metal footsteps-1_01		61716
	899261252	Uzi Sounds GMTK_02	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\Uzi Sounds GMTK_E7158024.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\UziSounds\Uzi Sounds GMTK_02		113736
	1032488285	AR Sounds GMTK_01	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\AR Sounds GMTK_45890641.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\PistolShots\AR Sounds GMTK_01		235240
	1039773414	AR Sounds GMTK_03	D:\Game And Sound Project Files\Github\GMTK-2021-Game-Jam\GMTK's Game Jam 2021\GMTK's Game Jam 2021_WwiseProject\.cache\Mac\SFX\AR Sounds GMTK_BF1C385D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponsMixer\PistolShots\AR Sounds GMTK_03		181488

